song_title,pipe_delimited_artist_list,love_song_category,top_10_debut_date_as_decimal,total_weeks_in_top_10
"When Will I Be Loved","Linda Ronstadt",Heartache,1975.41,7
"Sister Golden Hair","America",It's Complicated,1975.41,4
"Love Won't Let Me Wait","Major Harris",Serenade,1975.43,5
"I'm Not Lisa","Jessi Colter",Heartache,1975.43,5
"Love Will Keep Us Together","The Captain|Tennille",Serenade,1975.45,6
"Get Down, Get Down (Get On The Floor)","Joe Simon",,1975.45,3
"Wildfire","Michael Murphey",,1975.47,4
"Cut The Cake","AWB",,1975.47,2
"The Hustle","Van McCoy|The Soul City Symphony",,1975.47,7
"Listen To What The Man Said","Wings",,1975.47,7
"Magic","Pilot",Serenade,1975.49,4
"One Of These Nights","Eagles",Sexual Confidence,1975.51,10
"Please Mr. Please","Olivia Newton-John",Heartache,1975.51,8
"Swearin' To God","Frankie Valli",Serenade,1975.53,3
"I'm Not In Love","10cc",It's Complicated,1975.53,5
"Rockin' Chair","Gwen McCrae",Sexual Confidence,1975.55,3
"Jive Talkin'","Bee Gees",Good Riddance,1975.55,8
"Someone Saved My Life Tonight","Elton John",,1975.57,6
"Midnight Blue","Melissa Manchester",Serenade,1975.57,4
"Dynomite-Part I","Tony Camillo's Bazuka",,1975.58,1
"How Sweet It Is (To Be Loved By You)","James Taylor",Serenade,1975.6,5
"Why Can't We Be Friends?","War",,1975.6,4
"The Rockford Files","Mike Post",,1975.6,2
"Rhinestone Cowboy","Glen Campbell",,1975.6,9
"Fallin' In Love","Hamilton, Joe Frank & Reynolds",Serenade,1975.62,6
"Get Down Tonight","KC And The Sunshine Band",,1975.64,4
"At Seventeen","Janis Ian",,1975.64,6
"Fight The Power Part 1","The Isley Brothers",,1975.66,5
"Fame","David Bowie",,1975.68,6
"Could It Be Magic","Barry Manilow",Pursuit,1975.68,4
"I'm Sorry","John Denver",It's Complicated,1975.7,9
"Wasted Days And Wasted Nights","Freddy Fender",Heartache,1975.7,3
"Run Joey Run","David Geddes",It's Complicated,1975.7,4
"Feel Like Makin' Love","Bad Company",Sexual Confidence,1975.72,2
"Ballroom Blitz","Sweet",,1975.74,5
"Rocky","Austin Roberts",Heartache,1975.76,2
"Ain't No Way To Treat A Lady","Helen Reddy",Good Riddance,1975.76,3
"Mr. Jaws","Dickie Goodman",,1975.76,2
"Bad Blood","Neil Sedaka",Good Riddance,1975.76,5
"Dance With Me","Orleans",Pursuit,1975.76,3
"Miracles","Jefferson Starship",Serenade,1975.78,6
"Lyin' Eyes","Eagles",It's Complicated,1975.78,6
"Feelings","Morris Albert",Heartache,1975.8,6
"Who Loves You","The 4 Seasons",Serenade,1975.8,7
"They Just Can't Stop It the (Games People Play)","The Spinners",It's Complicated,1975.8,4
"It Only Takes A Minute","Tavares",Serenade,1975.81,1
"Island Girl","Elton John",Pursuit,1975.81,7
"This Will Be","Natalie Cole",Serenade,1975.83,5
"Heat Wave/love Is A Rose","Linda Ronstadt",It's Complicated,1975.83,3
"The Way I Want To Touch You","Captain & Tennille",Serenade,1975.85,5
"That's The Way (I Like It)","KC And The Sunshine Band",,1975.87,9
"Low Rider","War",,1975.87,4
"Sky High","Jigsaw",Heartache,1975.89,5
"Let's Do It Again","The Staple Singers",Sexual Confidence,1975.89,7
"Fly, Robin, Fly","Silver Convention",,1975.89,7
"Nights On Broadway","Bee Gees",Pursuit,1975.91,4
"My Little Town","Simon & Garfunkel",,1975.93,2
"Saturday Night","Bay City Rollers",,1975.93,6
"Theme From Mahogany (Do You Know Where You're Going To)","Diana Ross",,1975.95,7
"Fox On The Run","Sweet",It's Complicated,1975.95,6
"Love Rollercoaster","Ohio Players",It's Complicated,1975.95,10
"I Write The Songs","Barry Manilow",,1975.97,10
"Convoy","C.W. McCall",,1975.99,7
"I Love Music (Part 1)","The O'Jays",,1975.99,6
"Love To Love You Baby","Donna Summer",Sexual Confidence,1976.03,7
"Times Of Your Life","Paul Anka",,1976.03,5
"Walk Away From Love","David Ruffin",Good Riddance,1976.05,3
"You Sexy Thing","Hot Chocolate",Sexual Confidence,1976.05,8
"Sing A Song","Earth, Wind & Fire",,1976.07,4
"50 Ways To Leave Your Lover","Paul Simon",,1976.08,6
"Theme From S.W.A.T.","Rhythm Heritage",,1976.1,6
"Evil Woman","Electric Light Orchestra",Good Riddance,1976.12,2
"Love Machine (Part 1)","The Miracles",Sexual Confidence,1976.12,6
"All By Myself","Eric Carmen",Heartache,1976.14,6
"Take It To The Limit","Eagles",Heartache,1976.14,5
"December, 1963 (Oh, What a Night)","The 4 Seasons",,1976.16,6
"Lonely Night (angel Face)","Captain & Tennille",Heartache,1976.16,8
"Dream Weaver","Gary Wright",Serenade,1976.16,8
"Love Hurts","Nazareth",Heartache,1976.16,3
"Junk Food Junkie","Larry Groce",,1976.2,2
"Sweet Thing","Rufus|Chaka Khan",Serenade,1976.2,4
"Dream On","Aerosmith",,1976.22,4
"Disco Lady","Johnnie Taylor",Sexual Confidence,1976.22,8
"Money Honey","Bay City Rollers",,1976.24,2
"Right Back Where We Started From","Maxine Nightingale",Serenade,1976.24,8
"Let Your Love Flow","Bellamy Brothers",Serenade,1976.24,7
"Golden Years","David Bowie",Serenade,1976.26,2
"Only Sixteen","Dr. Hook",Heartache,1976.28,3
"Sweet Love","Commodores",Serenade,1976.28,4
"Boogie Fever","The Sylvers",,1976.28,7
"Show Me The Way","Peter Frampton",Heartache,1976.3,5
"Bohemian Rhapsody","Queen",,1976.3,11
"Welcome Back","John Sebastian",,1976.31,7
"Fooled Around And Fell In Love","Elvin Bishop",Pursuit,1976.31,6
"Love Hangover","Diana Ross",It's Complicated,1976.33,9
"Silly Love Songs","Wings",Serenade,1976.35,11
"Get Up And Boogie (That's Right)","Silver Convention",,1976.35,9
"Shannon","Henry Gross",,1976.37,6
"Happy Days","Pratt & McClain|Brother Love",,1976.37,5
"Misty Blue","Dorothy Moore",Heartache,1976.39,8
"Tryin' To Get The Feeling Again","Barry Manilow",Heartache,1976.39,2
"Sara Smile","Daryl Hall|John Oates",Serenade,1976.41,7
"Fool To Cry","The Rolling Stones",It's Complicated,1976.43,2
"Shop Around","Captain & Tennille",Pursuit,1976.43,7
"More, More, More Pt. 1","Andrea True Connection",Sexual Confidence,1976.45,6
"I'll Be Good To You","The Brothers Johnson",Serenade,1976.47,7
"Afternoon Delight","Starland Vocal Band",Sexual Confidence,1976.47,8
"Kiss And Say Goodbye","The Manhattans",Heartache,1976.49,9
"Love Is Alive","Gary Wright",Serenade,1976.51,7
"Got To Get You Into My Life","The Beatles",Pursuit,1976.52,5
"Moonlight Feels Right","Starbuck",Serenade,1976.54,4
"Rock And Roll Music","The Beach Boys",,1976.54,6
"Don't Go Breaking My Heart","Elton John|Kiki Dee",Serenade,1976.56,8
"Let Her In","John Travolta",Pursuit,1976.56,1
"Get Closer","Seals & Crofts|Carolyn Willis",Pursuit,1976.56,4
"Let 'em In","Wings",,1976.58,7
"You Should Be Dancing","Bee Gees",,1976.6,7
"You'll Never Find Another Love Like Mine","Lou Rawls",Serenade,1976.6,8
"(Shake, Shake, Shake) Shake Your Booty","KC And The Sunshine Band",,1976.62,11
"I'd Really Love To See You Tonight","England Dan & John Ford Coley",Heartache,1976.62,10
"Turn The Beat Around","Vicki Sue Robinson",,1976.62,2
"This Masquerade","George Benson",It's Complicated,1976.66,2
"A Fifth Of Beethoven","Walter Murphy|The Big Apple Band",,1976.66,10
"Play That Funky Music","Wild Cherry",,1976.66,10
"Lowdown","Boz Scaggs",It's Complicated,1976.68,8
"Summer","War",,1976.7,4
"If You Leave Me Now","Chicago",Heartache,1976.72,9
"Devil Woman","Cliff Richard",Good Riddance,1976.72,5
"Disco Duck (Part I)","Rick Dees & His Cast Of Idiots",,1976.73,10
"Still The One","Orleans",Serenade,1976.75,4
"She's Gone","Daryl Hall|John Oates",Heartache,1976.77,5
"Rock'n Me","Steve Miller",,1976.81,5
"Love So Right","Bee Gees",Heartache,1976.81,8
"Muskrat Love","Captain & Tennille",,1976.83,8
"The Wreck Of The Edmund Fitzgerald","Gordon Lightfoot",,1976.83,6
"Magic Man","Heart",Sexual Confidence,1976.83,2
"Just To Be Close To You","Commodores",Serenade,1976.85,4
"Tonight's The Night (Gonna Be Alright)","Rod Stewart",Sexual Confidence,1976.85,11
"The Rubberband Man","The Spinners",,1976.87,9
"Do You Feel Like We Do","Peter Frampton",,1976.87,2
"Beth/Detroit Rock City","KISS",Serenade,1976.89,3
"More Than A Feeling","Boston",Heartache,1976.91,6
"Nadia's Theme (The Young And The Restless)","Barry DeVorzon|Perry Botkin Jr.",,1976.91,1
"Nadia's Theme (The Young And The Restless)","Barry DeVorzon|Perry Botkin, Jr.",,1976.93,3
"You Are The Woman","Firefall",Serenade,1976.93,3
"You Don't Have To Be A Star (To Be In My Show)","Marilyn McCoo|Billy Davis, Jr.",Serenade,1976.93,8
"You Make Me Feel Like Dancing","Leo Sayer",It's Complicated,1976.95,8
"Nights Are Forever Without You","England Dan & John Ford Coley",Heartache,1976.95,2
"Sorry Seems To Be The Hardest Word","Elton John",It's Complicated,1976.96,5
"After The Lovin'","Engelbert Humperdinck",Serenade,1976.98,5
"Dazz","Brick",,1976.98,8
"I Wish","Stevie Wonder",,1976.98,8
"Car Wash","Rose Royce",,1976.98,9
"Stand Tall","Burton Cummings",Good Riddance,1977.02,2
"Hot Line","The Sylvers",It's Complicated,1977.04,4
"New Kid In Town","Eagles",Heartache,1977.06,7
"Blinded By The Light","Manfred Mann's Earth Band",,1977.06,8
"Torn Between Two Lovers","Mary Macgregor",It's Complicated,1977.06,10
"Evergreen (Love Theme From ""A Star Is Born"")","Barbra Streisand",Serenade,1977.08,13
"Walk This Way","Aerosmith",Sexual Confidence,1977.08,2
"Enjoy Yourself","The Jacksons",,1977.1,4
"I Like Dreamin'","Kenny Nolan",Serenade,1977.12,7
"Lost Without Your Love","Bread",Heartache,1977.12,2
"Fly Like An Eagle","Steve Miller",,1977.14,6
"Night Moves","Bob Seger",Sexual Confidence,1977.14,3
"Dancing Queen","ABBA",,1977.16,8
"Weekend In New England","Barry Manilow",Heartache,1977.16,2
"Year Of The Cat","Al Stewart",It's Complicated,1977.17,2
"Go Your Own Way","Fleetwood Mac",It's Complicated,1977.19,2
"Night Moves","Bob Seger & The Silver Bullet Band",Heartache,1977.19,3
"Rich Girl","Daryl Hall|John Oates",,1977.19,6
"Don't Give Up On Us","David Soul",Serenade,1977.21,7
"Don't Leave Me This Way","Thelma Houston",Heartache,1977.21,8
"The Things We Do For Love","10cc",Pursuit,1977.23,5
"Maybe I'm Amazed","Wings",Serenade,1977.25,1
"I've Got Love On My Mind","Natalie Cole",Serenade,1977.25,6
"Hotel California","Eagles",,1977.25,8
"Southern Nights","Glen Campbell",,1977.25,8
"So In To You","Atlanta Rhythm Section",Serenade,1977.27,6
"Right Time Of The Night","Jennifer Warnes",Sexual Confidence,1977.31,4
"When I Need You","Leo Sayer",Serenade,1977.31,7
"Tryin' To Love Two","William Bell",It's Complicated,1977.33,1
"Sir Duke","Stevie Wonder",,1977.33,8
"I Wanna Get Next To You","Rose Royce",Pursuit,1977.35,2
"Couldn't Get It Right","Climax Blues Band",,1977.35,6
"I'm Your Boogie Man","KC And The Sunshine Band",,1977.37,6
"Got To Give It Up (Pt. I)","Marvin Gaye",Pursuit,1977.37,9
"Dreams","Fleetwood Mac",Heartache,1977.39,7
"Lucille","Kenny Rogers",Heartache,1977.39,6
"Gonna Fly Now","Bill Conti",,1977.39,8
"Lonely Boy","Andrew Gold",,1977.4,5
"Feels Like The First Time","Foreigner",Serenade,1977.4,5
"Undercover Angel","Alan O'Day",Pursuit,1977.44,7
"Angel In Your Arms","Hot",It's Complicated,1977.46,6
"Jet Airliner","The Steve Miller Band",,1977.48,4
"Da Doo Ron Ron","Shaun Cassidy",Pursuit,1977.48,7
"Looks Like We Made It","Barry Manilow",Heartache,1977.5,5
"I Just Want To Be Your Everything","Andy Gibb",Serenade,1977.5,16
"Margaritaville","Jimmy Buffett",,1977.5,5
"My Heart Belongs To Me","Barbra Streisand",Heartache,1977.52,6
"I'm In You","Peter Frampton",Serenade,1977.54,6
"Do You Wanna Make Love","Peter Mccann",Sexual Confidence,1977.54,6
"Best Of My Love","The Emotions",Serenade,1977.56,12
"(your Love Has Lifted Me) Higher And Higher","Rita Coolidge",,1977.58,7
"Whatcha Gonna Do?","Pablo Cruise",It's Complicated,1977.58,5
"Easy","Commodores",Good Riddance,1977.6,6
"You And Me","Alice Cooper",Serenade,1977.6,3
"You Made Me Believe In Magic","Bay City Rollers",Serenade,1977.61,2
"Just A Song Before I Go","Crosby, Stills & Nash",,1977.63,3
"Strawberry Letter 23","The Brothers Johnson",Serenade,1977.65,6
"Float On","The Floaters",Pursuit,1977.65,5
"Handy Man","James Taylor",Serenade,1977.65,4
"Don't Stop","Fleetwood Mac",,1977.65,6
"Telephone Line","Electric Light Orchestra",Heartache,1977.67,5
"Smoke From A Distant Fire","The Sanford/Townsend Band",,1977.69,2
"Star Wars (Main Title)","London Symphony Orchestra",,1977.71,1
"Keep It Comin' Love","KC And The Sunshine Band",Serenade,1977.71,7
"That's Rock 'N' Roll","Shaun Cassidy",,1977.73,7
"Cold As Ice","Foreigner",It's Complicated,1977.73,5
"Star Wars Theme/Cantina Band","Meco",,1977.73,6
"Nobody Does It Better","Carly Simon",Serenade,1977.75,8
"Boogie Nights","Heatwave",,1977.77,9
"Brick House","Commodores",Sexual Confidence,1977.77,5
"You Light Up My Life","Debby Boone",Serenade,1977.77,14
"I Feel Love","Donna Summer",Serenade,1977.79,5
"Swayin' To The Music (slow Dancin')","Johnny Rivers",Serenade,1977.81,1
"It's Ecstasy When You Lay Down Next To Me","Barry White",Sexual Confidence,1977.83,5
"Don't It Make My Brown Eyes Blue","Crystal Gayle",Heartache,1977.83,10
"Heaven On The 7th Floor","Paul Nicholas",Sexual Confidence,1977.84,6
"Baby, What A Big Surprise","Chicago",Serenade,1977.84,6
"We're All Alone","Rita Coolidge",Serenade,1977.86,6
"How Deep Is Your Love","Bee Gees",Serenade,1977.86,17
"Blue Bayou","Linda Ronstadt",Heartache,1977.88,8
"It's So Easy","Linda Ronstadt",Pursuit,1977.9,6
"(Every Time I Turn Around) Back In Love Again","LTD",It's Complicated,1977.92,7
"You Make Loving Fun","Fleetwood Mac",Serenade,1977.94,2
"Here You Come Again","Dolly Parton",It's Complicated,1977.96,6
"Baby Come Back","Player",Heartache,1977.96,10
"Slip Slidin' Away","Paul Simon",,1977.98,6
"Sentimental Lady","Bob Welch",Heartache,1977.98,4
"Hey Deanie","Shaun Cassidy",Heartache,1978.02,3
"You're In My Heart (The Final Acclaim)","Rod Stewart",Serenade,1978.02,5
"We Are The Champions","Queen",,1978.04,7
"Come Sail Away","Styx",,1978.04,3
"Stayin' Alive","Bee Gees",,1978.06,13
"Short People","Randy Newman",,1978.06,5
"Just The Way You Are","Billy Joel",Serenade,1978.08,8
"(Love Is) Thicker Than Water","Andy Gibb",Serenade,1978.08,11
"Emotion","Samantha Sang",Heartache,1978.1,10
"Sometimes When We Touch","Dan Hill",It's Complicated,1978.1,8
"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)","Chic",,1978.11,6
"Lay Down Sally","Eric Clapton",Serenade,1978.15,11
"Night Fever","Bee Gees",,1978.15,13
"I Go Crazy","Paul Davis",Heartache,1978.17,5
"Can't Smile Without You","Barry Manilow",Heartache,1978.19,10
"Thunder Island","Jay Ferguson",Serenade,1978.23,3
"If I Can't Have You","Yvonne Elliman",Heartache,1978.23,10
"Dust In The Wind","Kansas",,1978.25,7
"Jack And Jill","Raydio",It's Complicated,1978.27,4
"We'll Never Have To Say Goodbye Again","England Dan & John Ford Coley",Serenade,1978.29,2
"The Closer I Get To You","Roberta Flack|Donny Hathaway",Serenade,1978.29,8
"Our Love","Natalie Cole",Serenade,1978.29,2
"With A Little Luck","Wings",Pursuit,1978.31,8
"You're The One That I Want","John Travolta|Olivia Newton-John",Serenade,1978.33,9
"Too Much, Too Little, Too Late","Johnny Mathis|Deniece Williams",Heartache,1978.33,8
"Count On Me","Jefferson Starship",,1978.34,4
"Imaginary Lover","Atlanta Rhythm Section",Pursuit,1978.36,4
"Feels So Good","Chuck Mangione",,1978.38,5
"Shadow Dancing","Andy Gibb",Sexual Confidence,1978.38,12
"On Broadway","George Benson",,1978.4,4
"Take A Chance On Me","ABBA",Pursuit,1978.42,8
"This Time I'm In It For Love","Player",Serenade,1978.42,2
"It's A Heartache","Bonnie Tyler",Heartache,1978.44,6
"Baker Street","Gerry Rafferty",,1978.44,9
"You Belong To Me","Carly Simon",Heartache,1978.46,4
"Love Is Like Oxygen","Sweet",It's Complicated,1978.46,3
"Use Ta Be My Girl","The O'Jays",Heartache,1978.48,7
"Still The Same","Bob Seger & The Silver Bullet Band",,1978.48,7
"Dance With Me","Peter Brown|Betty Wright",Pursuit,1978.48,4
"The Groove Line","Heatwave",,1978.5,5
"Miss You","The Rolling Stones",Heartache,1978.52,9
"Last Dance","Donna Summer",Pursuit,1978.54,7
"Grease","Frankie Valli",,1978.55,8
"Three Times A Lady","Commodores",Serenade,1978.55,11
"Love Will Find A Way","Pablo Cruise",Serenade,1978.57,5
"Hot Blooded","Foreigner",Sexual Confidence,1978.59,8
"Boogie Oogie Oogie","A Taste Of Honey",,1978.61,12
"Magnet And Steel","Walter Egan",Serenade,1978.61,4
"Copacabana (at The Copa)","Barry Manilow",,1978.61,2
"An Everlasting Love","Andy Gibb",Serenade,1978.61,8
"Hopelessly Devoted To You","Olivia Newton-John",Heartache,1978.65,8
"Kiss You All Over","Exile",Sexual Confidence,1978.67,12
"Shame","Evelyn ""Champagne"" King",It's Complicated,1978.67,3
"Got To Get You Into My Life","Earth, Wind & Fire",Serenade,1978.69,2
"Summer Nights","John Travolta|Olivia Newton-John|Cast",It's Complicated,1978.69,7
"Don't Look Back","Boston",,1978.71,6
"Reminiscing","Little River Band",Heartache,1978.73,7
"Hot Child In The City","Nick Gilder",,1978.73,9
"Love Is In The Air","John Paul Young",,1978.75,5
"You Needed Me","Anne Murray",Serenade,1978.77,8
"Whenever I Call You ""Friend""","Kenny Loggins",,1978.77,7
"MacArthur Park","Donna Summer",Heartache,1978.8,9
"How Much I Feel","Ambrosia",Heartache,1978.82,7
"Double Vision","Foreigner",,1978.82,6
"Beast Of Burden","The Rolling Stones",Serenade,1978.84,2
"Get Off","Foxy",,1978.84,2
"I Just Wanna Stop","Gino Vannelli",Serenade,1978.86,8
"You Don't Bring Me Flowers","Barbra Streisand|Neil Diamond",It's Complicated,1978.88,10
"You Never Done It Like That","Captain & Tennille",Sexual Confidence,1978.88,2
"Le Freak","Chic",,1978.9,15
"I Love The Nightlife (Disco 'round)","Alicia Bridges",,1978.9,7
"Time Passages","Al Stewart",,1978.9,4
"Sharing The Night Together","Dr. Hook",Pursuit,1978.92,7
"My Life","Billy Joel",,1978.92,10
"(Our Love) Don't Throw It All Away","Andy Gibb",Heartache,1978.94,6
"Too Much Heaven","Bee Gees",Serenade,1978.96,9
"Hold The Line","Toto",It's Complicated,1978.98,6
"Y.M.C.A.","Village People",,1978.98,12
"Ooh Baby Baby","Linda Ronstadt",It's Complicated,1979.02,4
"Promises","Eric Clapton And His Band",Heartache,1979.04,2
"Da Ya Think I'm Sexy?","Rod Stewart",Sexual Confidence,1979.05,12
"A Little More Love","Olivia Newton-John",Pursuit,1979.05,10
"September","Earth, Wind & Fire",Serenade,1979.07,3
"Every 1's A Winner","Hot Chocolate",,1979.07,4
"Fire","The Pointer Sisters",It's Complicated,1979.09,8
"I Will Survive","Gloria Gaynor",Good Riddance,1979.09,13
"Lotta Love","Nicolette Larson",Pursuit,1979.11,4
"I Was Made For Dancin'","Leif Garrett",,1979.13,2
"Somewhere In The Night","Barry Manilow",Heartache,1979.13,2
"Tragedy","Bee Gees",Heartache,1979.15,9
"Heaven Knows","Donna Summer|Brooklyn Dreams",Serenade,1979.17,5
"What A Fool Believes","The Doobie Brothers",Heartache,1979.17,9
"Sultans Of Swing","Dire Straits",,1979.19,7
"Shake Your Groove Thing","Peaches & Herb",,1979.19,5
"What You Won't Do For Love","Bobby Caldwell",Heartache,1979.21,3
"Don't Cry Out Loud","Melissa Manchester",,1979.25,1
"Knock On Wood","Amii Stewart",,1979.25,6
"Lady","Little River Band",Serenade,1979.27,2
"Music Box Dancer","Frank Mills",,1979.27,5
"Heart Of Glass","Blondie",Good Riddance,1979.27,7
"Stumblin' In","Suzi Quatro|Chris Norman",,1979.28,7
"Reunited","Peaches & Herb",Serenade,1979.28,10
"I Want Your Love","Chic",Pursuit,1979.3,4
"Goodnight Tonight","Wings",,1979.32,6
"In The Navy","Village People",,1979.32,6
"Take Me Home","Cher",Sexual Confidence,1979.34,3
"He's The Greatest Dancer","Sister Sledge",,1979.34,3
"Hot Stuff","Donna Summer",Sexual Confidence,1979.36,14
"Shake Your Body (Down To The Ground)","The Jacksons",,1979.36,5
"Love You Inside Out","Bee Gees",Serenade,1979.38,5
"Just When I Needed You Most","Randy VanWarmer",Heartache,1979.4,6
"We Are Family","Sister Sledge",,1979.4,7
"Love Is The Answer","England Dan & John Ford Coley",,1979.4,2
"The Logical Song","Supertramp",,1979.42,6
"Ring My Bell","Anita Ward",Sexual Confidence,1979.44,11
"Chuck E.'s In Love","Rickie Lee Jones",,1979.44,6
"She Believes In Me","Kenny Rogers",Serenade,1979.44,7
"Boogie Wonderland","Earth, Wind & Fire|The Emotions",,1979.46,6
"Bad Girls","Donna Summer",,1979.48,10
